property_size_sqft,market_demand_index,construction_cost,location,use_type,school_rating,crime_index,traffic_congestion_score,development_activity_score,view_score,amenity_score,loan_term_years,rental_yield_percent,risk_score,roi_percent,tax_saving_percent,demand_forecast,material_cost_estimate,land_acquisition_index,investor_score,recommendation_score
8013,0.53,641931,San Francisco,Industrial,1.7070204783135443,2.2460244007488486,9.187693180414156,9.704385488840973,71.645298155879,31.650177926262035,28,4.433970491892677,4.258626213992485,19.923828058714538,3.209655,0.9702987864270718,1948621.9518892758,9.16538156640567,60.06714149380773,0.6006714149380773
3112,0.22,386094,Chicago,Industrial,7.66508250933559,0.6915356771850123,8.666113047944876,1.1238593229152583,24.962470441058336,3.558214579346264,10,6.115837137048245,5.070509014002783,29.887650008056212,1.93047,0.2623622526020627,756784.1650167761,8.097406155065835,47.82728998686106,0.4782728998686106
7541,0.32,1316497,San Francisco,Residential,1.854175971406116,8.274987416356733,1.4731695802990283,2.685049172528353,87.77129606969395,13.673540272923523,18,7.7076588834723525,6.600780194927097,30.26330700100503,6.582485,0.288752710299283,1833839.7777607674,0.0,40.929137431953194,0.40929137431953194
6735,0.77,1491220,Chicago,Mixed-use,6.346745025127412,2.5454054292166117,1.9397383254830622,4.9240175920433575,81.31499883638142,76.40368231674718,27,9.409665395205469,3.4050150112231066,44.502921546810725,7.4561,0.9652927710178357,1637834.624482001,8.725357187954158,78.98253329232762,0.7898253329232762
5986,0.73,763404,Los Angeles,Residential,7.3237618527240596,4.730275033430207,6.120848748737105,8.367296861437858,95.78302174752766,1.8037909504644456,22,2.7075006986840195,3.668310830800314,8.80722845998989,3.81702,1.0,1455690.8778246855,10.96078368073171,56.94278292199236,0.5694278292199236
7599,0.22,1627261,Los Angeles,Mixed-use,1.5987484738976971,0.4331527325431195,5.783313216536388,1.6367566372972786,88.37620154580318,93.42532990963612,24,9.634954897825887,5.47583177710149,47.74162175658631,8.136305,0.29317477721400154,1847944.3669545248,2.8023523786518565,57.129309712724364,0.5712930971272436
1275,0.38,467732,Boston,Residential,3.077151885338786,6.9933946625264305,5.12166893040582,2.7695461812460986,93.33294191163472,8.642463244723741,12,9.370583736774506,6.676057953397507,39.859524021346104,2.33866,0.3786094158117763,310057.7796903565,0.0,48.107612962055654,0.48107612962055657
8726,0.38,1668861,Boston,Industrial,9.241050090354848,3.305610023062908,4.571103928731258,0.6579821779523898,85.87423965133077,79.92380942034582,19,2.4319943374483115,4.860299121208438,8.85436166417865,8.344305,0.34678690843636134,2122011.1259435695,6.59342224524433,37.94685956119223,0.37946859561192225
3652,0.74,946183,Los Angeles,Industrial,6.546830430096067,7.447367278292099,4.88089436377896,7.059852660508184,69.33819006148553,89.86165409434707,18,4.882569101532502,4.783067172071753,16.96547822937041,4.7309149999999995,0.9440452874595672,888102.7540621036,6.159315812312152,55.14485682645482,0.5514485682645482
2085,0.22,702893,Seattle,Mixed-use,3.216574169294784,4.124030604678661,6.123681407213157,2.3820943547561613,17.025915212543595,94.1135584850447,22,8.505147122394693,6.104002322560425,38.4017050072948,3.514465,0.2566241056442348,507035.6632583477,1.4746379193722836,47.65349350445945,0.4765349350445945
4443,0.28,921965,Los Angeles,Residential,7.21611794033206,1.9575560640562462,1.0186886584007309,3.8867475067095048,27.170751885409295,86.74770234959726,25,6.892612363835209,3.1817567108177567,32.5055057551198,4.609825,0.43518625405435035,1080460.1687562775,9.145309382985317,62.2982449800701,0.622982449800701
8055,0.84,424710,New York,Mixed-use,6.370987779655207,5.131750822820359,3.34637896719567,4.4370144702966785,21.272696613027307,28.75500394254432,12,8.232751547054164,4.603499143265196,36.03200691245046,2.12355,0.9592157070584268,1958835.6199261346,5.676251427131526,67.78602257231283,0.6778602257231283
3573,0.34,1878806,New York,Industrial,5.514181299261535,1.3050455963743979,5.6645174861984,8.913139356064557,60.35857876582056,33.308713133847704,24,7.7522667103191,2.7476391094803256,37.4562879552211,9.39403,0.7595560558757399,868891.3308499167,13.122275058951693,73.92669834324583,0.7392669834324583
1521,0.72,1798507,Seattle,Residential,9.785682774892754,4.405391598729947,7.499944888062816,4.113302903312368,50.361993797360135,42.654569861007595,26,5.974160905017309,4.630479031259286,25.465412926356592,8.992535,0.8375573131910194,369880.69247767236,9.493594079475175,58.877998863337915,0.5887799886333791
4343,0.39,712543,Austin,Residential,7.15108399666758,3.173054774204865,2.5674102315585667,1.4522501991524905,86.70799971584236,13.929668940710084,23,2.3297443676135963,4.599506619493909,8.475667063863117,3.5627150000000003,0.39915141447352726,1056141.9115256614,5.430279421615206,40.07089543031887,0.4007089543031887
8489,0.28,864586,San Francisco,Mixed-use,4.378969987011214,9.119595841996333,5.921930564086897,5.24314938340121,95.26728664990756,2.227245506722386,16,6.674145616516008,6.471526052993673,24.25113224058371,4.3229299999999995,0.35976555233013396,2064376.856307009,0.5025235284160914,39.38836012598453,0.39388360125984534
7373,0.39,1091967,Chicago,Commercial,8.20066088869181,0.6092872172071995,7.430137154972035,9.629579946486297,40.485988961814435,86.91216142810346,29,2.3885332244743678,2.1398074344723157,11.33337890516464,5.459835,0.8592932529801709,1792985.1056133322,17.22095361797091,63.28685523034062,0.6328685523034062
6175,0.78,531157,Chicago,Mixed-use,8.96124963629069,6.940174141057421,5.001648921225142,6.07685641050811,50.635055328081236,55.41287162104563,25,6.829813740281047,4.467075176151684,27.208894560347815,2.655785,0.9450393377042572,1501652.3839905502,8.09793190574138,62.89074760953541,0.6289074760953541
661,0.88,1186581,Seattle,Industrial,2.126985035651483,1.827511659874359,1.2437302030304593,9.833872204605726,97.15163568041392,60.87229421782163,17,8.403286899949425,2.421440870056385,40.18892283987276,5.932905000000001,1.0,160743.68029437307,10.13334558038285,82.00614935364173,0.8200614935364173
4797,0.86,1345898,New York,Industrial,2.8049768006073985,3.1904507433223985,5.043413426190731,8.411073089388701,27.623894162314354,92.69884748177954,13,6.679933989615349,3.8815006212967758,30.209219204754344,6.72949,1.0,1166546.799352659,8.025599146673702,68.71802841636872,0.6871802841636873
1495,0.52,1318360,Boston,Industrial,2.9460430821500174,4.155140630620659,3.668003989697378,0.35965756213412803,79.23907753588136,66.51201781136157,29,9.976174436493576,6.283037102055431,45.725731551847225,6.5918,0.4548800654942932,363557.9455977121,0.0,55.11785473071704,0.5511785473071704
8129,0.73,1696405,Chicago,Industrial,7.220906284478863,9.080150893749742,9.366846469311955,6.583995953770419,22.52399023352463,69.08535043398135,24,5.6469320014434645,6.178034518960416,19.15450911346758,8.482025,0.8775967798135261,1976831.1302767906,4.7247513444995395,48.15446846954899,0.4815446846954899
9967,0.36,103387,New York,Industrial,6.42735599547955,2.4257826607382516,2.1215204711049465,2.867668775578837,68.14601154252719,78.69686484367422,14,7.9906197088318995,4.006267060672903,37.527315883421245,0.516935,0.45486778556417673,2423800.6981755164,6.869242110320135,61.58240993797176,0.6158240993797176
1516,0.43,960412,Austin,Commercial,6.570924082287293,0.9130880254467022,6.8722835995650895,5.596168556447239,25.361562763856416,11.634844985740378,22,7.33770633393526,3.655347744155398,35.7754436442296,4.80206,0.691546667313428,368664.7796161416,11.25400461328783,67.01946081202934,0.6701946081202934
8369,0.92,1832844,San Francisco,Residential,9.466959697205509,3.186896039905236,1.4744778970105104,2.7934519093122656,88.37333888313869,36.01621532137915,15,9.931453532464705,3.5195368791388915,46.470371622418284,9.16422,0.9959346746675085,2035194.9476302695,9.073515566612539,80.20323207110667,0.8020323207110667
6939,0.21,1214033,Austin,Mixed-use,7.983203795265753,1.0467597053553335,5.015533940314269,3.488704166052904,56.14779437366768,96.82079277033662,14,7.705752040616841,3.673882690800432,37.48200049772887,6.070164999999999,0.36350001419553857,1687443.8692324578,10.425148255963324,61.38978712854593,0.6138978712854594
8392,0.27,224129,Seattle,Mixed-use,2.1514323206060486,1.285964859605525,5.985815384980725,9.231687117541794,18.59336408743846,92.29300781006066,26,3.312245851675115,3.3831599354940542,15.275264398770052,1.120645,0.7058650586849792,2040788.1467933112,10.097154578542318,56.366660135491344,0.5636666013549134
7363,0.37,1716892,Los Angeles,Industrial,4.127563741826629,5.738505979750267,3.681594381851789,2.066431848917053,22.436917569848603,88.40752963101848,16,9.644141651337927,6.012428367254996,42.48220227693937,8.58446,0.3585514728508473,1790553.2798902707,0.455489610993415,52.598208986905576,0.5259820898690557
8416,0.22,1108308,Los Angeles,Mixed-use,4.91854281558162,0.6090193309949332,5.09568071968346,8.741091180258305,49.38491957081003,45.20885103389725,15,7.3422178115660905,2.5958060260413567,36.102069726835516,5.54154,0.6448741723930166,2046624.5285286591,13.050614664844993,71.57969515375484,0.7157969515375484
9029,0.35,1772110,Los Angeles,Industrial,4.563654298728444,0.30930881393566034,2.471984150771686,0.30457808070496806,96.16020255748788,85.71929535868057,11,2.474705846451119,4.583085190377856,12.064220418319936,8.86055,0.3590427277565352,2195695.4453523364,4.558923565497752,41.50396085423338,0.4150396085423338
1378,0.67,397875,Austin,Commercial,7.023777482456913,7.144141014704978,3.7371146452123254,0.9087653836964837,76.96421638836544,4.83958819457656,20,7.2605464462769,6.21328012185363,29.15859121667952,1.989375,0.5725554488907246,335105.5846378912,0.7884018514484179,47.87986309855405,0.4787986309855405
9768,0.54,1808794,Chicago,Commercial,9.027037929309063,3.616470948410445,6.589956924191827,8.546750413842636,48.83096428258451,14.851742425711745,16,9.0649552533982,3.0334999593468956,41.70830531858055,9.04397,0.895008101723923,2375407.36628659,13.957317394741253,77.7576454288923,0.7775764542889231
5387,0.91,1308337,San Francisco,Residential,3.7544631717050923,1.2537534923387328,3.7162005027503957,6.305560309091954,33.77191445622171,41.39676984840541,17,6.6163348959202,3.4768054211830943,31.827920987262274,6.541685,1.0,1310024.5170132946,8.806269988458313,71.7127254864419,0.717127254864419
5359,0.85,648926,Los Angeles,Commercial,5.966894227790671,2.5361277085970824,9.097687705679846,7.472361380395503,54.92684933484426,48.33920666821264,14,4.83215710425609,4.145288594038309,21.624657812683367,3.24463,1.0,1303215.404988722,10.90312789958909,62.24835171741847,0.6224835171741847
6831,0.47,564814,Seattle,Commercial,8.104684797222271,6.4208650735239905,6.655662618768908,2.0941767082185425,74.83608334286197,26.350715352085686,27,8.567277072564927,6.008202073900962,36.415520289300645,2.8240700000000003,0.4462915339404473,1661180.1514233924,3.777996431916823,50.73413248288453,0.5073413248288453
9071,0.41,1306134,Seattle,Residential,4.7459625296081445,2.7553656714085117,4.94784116592386,5.370834555901035,78.39285884528,35.647667084778746,25,8.260096065646636,4.255735061915386,38.545114656824666,6.53067,0.6234344143668815,2205909.1133891954,7.361431414100668,64.3170817718555,0.643170817718555
9184,0.5,1673431,Los Angeles,Mixed-use,2.5130631555936627,4.945211251204079,1.3488124199876421,7.372192235713047,32.46087980969447,16.277610102536876,23,6.353457233850406,4.039055557526106,26.822074918047953,8.367155,0.7697053867615707,2233388.744059792,4.940044140102631,61.29207489842966,0.6129207489842966
7708,0.67,502955,Los Angeles,Industrial,5.274558687373734,1.2169530672667228,5.495935016842041,6.273141370102625,72.11592682138772,48.913403171590716,21,3.2348941591672027,3.5274187750428903,14.957517728569293,2.514775,0.9593180071597969,1874451.2673358964,10.330746990209636,60.52377690512306,0.6052377690512306
5776,0.41,1710668,San Francisco,Industrial,1.4970026866872561,5.8809363760544695,7.882986179125803,4.716987668912095,65.77887800361862,79.38432928678613,26,4.007891884185451,6.626381310630422,14.158523044872785,8.55334,0.5282306559245153,1404622.5376403916,0.33305397954488214,35.927820392261864,0.35927820392261867
2562,0.7,1499541,Los Angeles,Mixed-use,9.481451086020492,3.160776838432641,3.3900183821117227,9.597837864377148,95.91122919962939,66.13603936613057,14,7.907871777488846,1.8505951514348942,36.37858204901159,7.497705,1.0,623033.750248387,15.918512111964999,82.57417347223247,0.8257417347223247
564,0.53,1132330,San Francisco,Residential,1.6733908467547574,6.269684345287166,8.260962126838905,6.761573334534453,93.10902905080148,10.779224736554127,23,8.44865732315942,6.169947559242644,35.973602270509936,5.66165,0.7426849798209794,137154.97078067536,2.1652798360020444,55.58812316251233,0.5558812316251234
8506,0.64,1679908,Seattle,Mixed-use,4.946110437255204,8.08394882304023,3.2662608944579334,9.07750800241238,78.93793256035771,48.758160339671605,15,4.234122224327918,4.3659623376289005,13.086662298599363,8.39954,0.9321964236598144,2068510.9600362137,5.939669616627354,54.66611416421141,0.5466611416421141
3068,0.55,147260,Los Angeles,Commercial,5.768931349796736,6.116464193899924,8.413717491557204,7.297705115736813,72.33946888549283,69.7646382779725,24,4.943880617494293,5.174584951801028,18.60293889357154,0.7363,0.7925559719088422,746084.1318353049,6.950172271633624,51.13995801531463,0.5113995801531463
5963,0.44,1195488,Austin,Residential,9.867734490585569,2.957475625950207,1.7674150745050965,7.354635285976832,27.404158970427584,52.98952965539412,16,2.621055081998361,2.060788218775918,10.147799784041599,5.9774400000000005,0.7485822517798374,1450097.6786616438,14.264894150612196,60.75638381214212,0.6075638381214212
2527,0.96,336695,Boston,Residential,2.494196412785747,2.557437015483004,8.795653379821266,0.8001826975767934,84.59652560985333,39.167559653554896,23,7.707695586931998,6.787467688778968,35.98104091917699,1.683475,0.9488603945691795,614522.3602176713,0.7369420948795367,56.62849399899494,0.5662849399899494
3195,0.81,612994,Austin,Residential,2.029883667511227,3.27420958733448,5.492678058399974,3.5946462185394354,42.750570371336615,62.19144212838782,27,2.0286203568002508,5.5964278888162635,6.868892196666772,3.06497,0.9242481191802822,776968.3185181875,2.350320298716183,44.624158257524385,0.4462415825752439
5758,0.31,875326,Seattle,Industrial,1.0783553235628922,1.6462051323650484,3.6688383065823578,8.583694067196584,27.224054250604468,96.86386653002755,10,2.3723321697525446,3.436849916154433,10.215455716397674,4.3766300000000005,0.7062606007125282,1400245.2513388807,8.015844258394427,53.07023586331701,0.5307023586331701
6118,0.89,426130,San Francisco,Mixed-use,2.4001429318237206,1.8117185085002008,3.3860192537363387,2.3260386214875597,38.41607579534625,9.4907909766078,15,2.0347525422727193,5.0428792304863155,8.362044202863396,2.13065,0.970067560904374,1487790.977369099,2.914463044811079,49.20418158737394,0.4920418158737394
7236,0.59,948374,Austin,Residential,2.8654568116090084,7.906911019001679,4.888095030373264,1.1550586615646619,83.59354900165079,39.00160607475607,12,7.162556666700934,7.430083350983956,27.90587231450299,4.7418700000000005,0.48961471269819945,1759669.093207388,0.0,39.385400887746,0.39385400887746
891,0.92,1835548,San Francisco,Residential,6.675228474247831,3.8473257650744497,9.991445482932805,3.2610605663879344,14.8633215577885,40.66058530460956,14,5.339097021604372,5.83912296134295,22.84815934294741,9.17774,1.0,216675.6719247903,6.088963275561316,54.513280799053696,0.545132807990537
6392,0.84,109725,Austin,Residential,2.9773611135226035,4.359951805705858,2.982946540938243,2.2043788489261393,45.615874111982244,57.6967310468371,21,4.380374090746642,5.647788972517043,17.54191864802735,0.548625,0.8630199063321897,1554423.0021809873,0.8217881567428851,49.54660445287499,0.49546604452874987
4061,0.54,1265574,Austin,Mixed-use,1.1846873325639269,5.940494655668111,1.9289498399109966,9.252881947931552,49.23575945294897,15.21746018819179,20,9.301608082856884,4.155136313790381,40.56754575861631,6.32787,0.8838342042832154,987564.4261353238,4.497074624827368,71.24152997188219,0.7124152997188219
6684,0.22,184555,San Francisco,Industrial,8.439565109522398,5.896534951515476,6.265316518467957,8.679666420021311,3.66296975988194,17.664302987046952,22,3.5424223574128533,3.730210841237361,11.81557683554879,0.922775,0.5360526219707561,1625432.3132943867,11.222696578028234,49.15934433455759,0.49159344334557586
